BIAF01,BIAF02,BIAF03,BIAF04,BIAF05,BIAF06,BIAF07,BIAF08,BIAF09,BIAF10_01,BIAF10_02,BIAF10_03,BIAF10_04,NIVEL_ACTIVIDAD_FISICA
3,180.0,8,,3,180.0,60,,2.0,1.0,2.0,2.0,2.0,2.0
8,,8,,2,120.0,360,,10.0,2.0,2.0,2.0,1.0,3.0
5,300.0,5,300.0,5,50.0,300,,1.0,1.0,1.0,2.0,1.0,1.0
8,,2,120.0,8,,240,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,5,150.0,360,,10.0,2.0,2.0,1.0,2.0,2.0
8,,8,,5,300.0,60,,11.0,2.0,2.0,2.0,1.0,2.0
8,,8,,8,,240,1.0,,,,,,3.0
8,,8,,2,30.0,120,,6.0,1.0,2.0,2.0,2.0,3.0
8,,2,60.0,8,,180,,2.0,2.0,1.0,1.0,1.0,3.0
8,,8,,2,120.0,480,,6.0,2.0,2.0,2.0,1.0,3.0
8,,8,,7,210.0,180,,9.0,1.0,2.0,1.0,2.0,2.0
8,,8,,8,,300,1.0,,,,,,3.0
8,,8,,1,60.0,480,,1.0,2.0,2.0,1.0,2.0,3.0
8,,8,,7,240.0,240,,11.0,1.0,2.0,1.0,2.0,2.0
8,,8,,8,,120,5.0,,,,,,3.0
8,,6,360.0,1,60.0,60,,2.0,2.0,1.0,1.0,2.0,2.0
8,,8,,8,,540,8.0,,,,,,3.0
8,,8,,3,360.0,300,,2.0,1.0,1.0,1.0,1.0,3.0
2,120.0,7,180.0,1,60.0,120,,1.0,2.0,2.0,1.0,1.0,2.0
7,70.0,8,,7,420.0,240,,1.0,2.0,1.0,2.0,2.0,2.0
8,,8,,8,,300,8.0,,,,,,3.0
8,,8,,7,420.0,900,,2.0,2.0,1.0,2.0,2.0,2.0
8,,5,60.0,7,120.0,660,,2.0,2.0,2.0,1.0,1.0,2.0
8,,8,,8,,180,1.0,,,,,,3.0
8,,8,,4,210.0,600,,10.0,1.0,1.0,2.0,2.0,3.0
8,,1,120.0,8,,600,,2.0,1.0,2.0,1.0,2.0,3.0
8,,8,,7,2520.0,240,,9.0,1.0,2.0,1.0,2.0,1.0
4,270.0,3,360.0,2,360.0,240,,2.0,1.0,2.0,2.0,1.0,1.0
8,,8,,8,,150,8.0,,,,,,3.0
8,,8,,8,,120,2.0,,,,,,3.0
8,,3,120.0,3,30.0,240,,4.0,2.0,2.0,2.0,1.0,3.0
8,,7,840.0,7,420.0,240,,6.0,1.0,1.0,1.0,2.0,1.0
8,,2,120.0,8,,240,,6.0,2.0,2.0,2.0,1.0,3.0
4,270.0,4,270.0,8,,360,,1.0,2.0,2.0,2.0,1.0,1.0
8,,8,,1,180.0,300,,2.0,2.0,2.0,1.0,2.0,3.0
5,450.0,8,,6,60.0,180,,2.0,2.0,1.0,2.0,1.0,1.0
8,,8,,8,,120,5.0,,,,,,3.0
3,180.0,8,,7,420.0,300,,2.0,2.0,1.0,1.0,1.0,2.0
1,90.0,8,,8,,60,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,1,60.0,240,,6.0,1.0,1.0,1.0,2.0,3.0
8,,8,,7,420.0,180,,1.0,1.0,1.0,1.0,1.0,2.0
8,,7,420.0,7,300.0,300,,1.0,1.0,2.0,1.0,1.0,2.0
8,,8,,7,420.0,180,,6.0,1.0,2.0,1.0,2.0,2.0
4,120.0,3,80.0,8,,120,,2.0,2.0,2.0,2.0,1.0,2.0
8,,8,,3,40.0,180,,8.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,360,1.0,,,,,,3.0
8,,8,,6,60.0,120,,9.0,1.0,1.0,1.0,2.0,3.0
8,,8,,7,420.0,9999,,1.0,1.0,2.0,1.0,2.0,2.0
8,,8,,7,840.0,480,,2.0,2.0,1.0,1.0,2.0,2.0
1,60.0,8,,6,120.0,60,,2.0,1.0,2.0,1.0,1.0,2.0
7,600.0,7,600.0,7,480.0,420,,2.0,1.0,1.0,1.0,1.0,1.0
8,,8,,8,,480,1.0,,,,,,3.0
1,60.0,8,,7,240.0,120,,10.0,1.0,2.0,1.0,1.0,2.0
8,,8,,7,70.0,360,,9.0,1.0,1.0,1.0,2.0,3.0
1,30.0,2,30.0,3,180.0,60,,2.0,1.0,1.0,1.0,1.0,2.0
2,180.0,8,,8,,480,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,1,60.0,180,,2.0,1.0,2.0,2.0,1.0,3.0
8,,8,,8,,180,5.0,,,,,,3.0
8,,8,,7,180.0,120,,9.0,2.0,1.0,2.0,2.0,3.0
3,240.0,8,,7,105.0,360,,2.0,2.0,2.0,2.0,1.0,1.0
8,,8,,8,,120,5.0,,,,,,3.0
8,,2,120.0,7,210.0,180,,9.0,2.0,2.0,1.0,1.0,2.0
1,120.0,8,,7,300.0,120,,1.0,1.0,1.0,1.0,2.0,2.0
8,,7,840.0,6,360.0,9999,,6.0,1.0,2.0,1.0,1.0,1.0
8,,6,240.0,1,180.0,30,,2.0,2.0,1.0,1.0,1.0,2.0
8,,8,,7,600.0,180,,2.0,1.0,2.0,1.0,1.0,2.0
3,180.0,2,120.0,2,240.0,480,,2.0,1.0,2.0,1.0,1.0,2.0
6,360.0,8,,7,840.0,120,,1.0,1.0,1.0,1.0,1.0,1.0
3,180.0,8,,1,90.0,720,,2.0,2.0,2.0,2.0,1.0,2.0
8,,8,,8,,240,9.0,,,,,,3.0
8,,8,,8,,360,9.0,,,,,,3.0
2,120.0,1,60.0,3,60.0,420,,1.0,2.0,2.0,2.0,1.0,2.0
8,,8,,7,600.0,60,,6.0,2.0,2.0,2.0,1.0,2.0
8,,8,,3,240.0,300,,6.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,240,2.0,,,,,,3.0
1,120.0,8,,7,1260.0,360,,10.0,2.0,2.0,1.0,2.0,1.0
8,,8,,7,70.0,120,,2.0,2.0,1.0,1.0,1.0,3.0
8,,8,,5,900.0,240,,9.0,1.0,2.0,1.0,2.0,2.0
8,,8,,7,180.0,180,,2.0,1.0,1.0,2.0,2.0,3.0
8,,8,,5,300.0,9999,,9.0,1.0,1.0,1.0,2.0,2.0
8,,1,60.0,7,70.0,360,,3.0,1.0,1.0,1.0,1.0,3.0
8,,8,,7,420.0,180,,1.0,1.0,2.0,2.0,2.0,2.0
8,,8,,8,,240,1.0,,,,,,3.0
8,,5,100.0,3,30.0,420,,6.0,1.0,2.0,1.0,1.0,3.0
8,,3,180.0,7,840.0,300,,9.0,1.0,2.0,1.0,1.0,1.0
7,1260.0,8,,8,,240,,1.0,2.0,2.0,2.0,1.0,1.0
8,,8,,5,300.0,180,,6.0,2.0,2.0,2.0,1.0,2.0
8,,8,,5,180.0,240,,1.0,1.0,2.0,1.0,1.0,2.0
8,,8,,7,240.0,120,,2.0,2.0,1.0,1.0,2.0,2.0
5,1200.0,8,,2,180.0,300,,2.0,2.0,2.0,1.0,1.0,1.0
8,,5,3000.0,5,3000.0,120,,1.0,2.0,1.0,1.0,2.0,1.0
8,,8,,8,,360,8.0,,,,,,3.0
8,,7,330.0,8,,150,,6.0,2.0,2.0,2.0,1.0,2.0
8,,2,120.0,7,420.0,360,,2.0,2.0,1.0,1.0,1.0,2.0
8,,8,,8,,480,5.0,,,,,,3.0
8,,8,,3,120.0,180,,2.0,1.0,2.0,1.0,2.0,3.0
3,180.0,8,,8,,180,,2.0,2.0,2.0,2.0,1.0,2.0
8,,8,,5,900.0,9999,,2.0,1.0,1.0,1.0,1.0,2.0
8,,3,240.0,8,,240,,2.0,2.0,2.0,2.0,1.0,3.0
8,,7,360.0,8,,240,,1.0,1.0,2.0,1.0,2.0,2.0
7,840.0,7,420.0,7,420.0,120,,1.0,1.0,1.0,1.0,1.0,1.0
8,,8,,8,,180,5.0,,,,,,3.0
8,,8,,2,60.0,180,,6.0,1.0,2.0,1.0,2.0,3.0
8,,8,,8,,9999,1.0,,,,,,3.0
8,,8,,3,180.0,240,,2.0,2.0,2.0,1.0,1.0,3.0
8,,8,,8,,240,1.0,,,,,,3.0
8,,5,300.0,8,,300,,1.0,2.0,2.0,2.0,1.0,2.0
8,,8,,2,120.0,480,,10.0,1.0,2.0,2.0,1.0,3.0
8,,8,,7,420.0,180,,1.0,2.0,1.0,1.0,1.0,2.0
8,,8,,2,20.0,9999,,10.0,2.0,2.0,1.0,1.0,3.0
8,,8,,8,,360,9.0,,,,,,3.0
8,,3,360.0,8,,120,,2.0,2.0,1.0,2.0,1.0,3.0
8,,8,,8,,180,5.0,,,,,,3.0
8,,8,,7,300.0,120,,6.0,1.0,2.0,1.0,2.0,2.0
8,,8,,7,420.0,180,,9.0,2.0,1.0,1.0,2.0,2.0
3,180.0,7,630.0,7,120.0,480,,9.0,2.0,1.0,1.0,1.0,1.0
6,420.0,8,,7,1800.0,240,,2.0,2.0,2.0,1.0,2.0,1.0
1,60.0,8,,2,120.0,240,,2.0,2.0,2.0,2.0,1.0,3.0
5,420.0,7,420.0,7,325.0,120,,2.0,2.0,2.0,2.0,1.0,1.0
8,,8,,7,180.0,240,,3.0,1.0,1.0,1.0,2.0,3.0
6,3240.0,8,,3,360.0,180,,9.0,1.0,1.0,2.0,2.0,1.0
2,240.0,2,120.0,2,60.0,60,,1.0,1.0,1.0,1.0,1.0,2.0
8,,8,,1,120.0,300,,2.0,1.0,1.0,1.0,2.0,3.0
8,,8,,3,180.0,120,,3.0,2.0,2.0,2.0,1.0,3.0
8,,7,220.0,2,60.0,480,,6.0,2.0,1.0,1.0,1.0,2.0
8,,8,,8,,120,1.0,,,,,,3.0
1,120.0,8,,2,90.0,180,,10.0,1.0,2.0,2.0,2.0,3.0
4,360.0,3,150.0,7,240.0,300,,2.0,2.0,1.0,1.0,1.0,1.0
8,,8,,8,,360,9.0,,,,,,3.0
1,60.0,2,240.0,3,40.0,300,,2.0,2.0,2.0,2.0,1.0,2.0
8,,8,,8,,150,1.0,,,,,,3.0
8,,8,,2,240.0,360,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,180,2.0,,,,,,3.0
7,2100.0,8,,7,1680.0,180,,2.0,1.0,1.0,1.0,2.0,1.0
8,,8,,1,60.0,420,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,4,60.0,300,,6.0,1.0,2.0,1.0,2.0,3.0
5,600.0,5,300.0,7,90.0,120,,1.0,2.0,2.0,2.0,1.0,1.0
8,,8,,7,840.0,480,,2.0,2.0,2.0,1.0,1.0,2.0
8,,5,75.0,5,135.0,120,,2.0,2.0,2.0,1.0,2.0,2.0
8,,5,300.0,3,45.0,300,,10.0,1.0,2.0,2.0,2.0,2.0
8,,8,,8,,120,1.0,,,,,,3.0
1,90.0,3,180.0,5,100.0,180,,9.0,1.0,1.0,1.0,1.0,2.0
7,1260.0,8,,8,,120,,10.0,2.0,1.0,2.0,2.0,1.0
8,,8,,8,,300,1.0,,,,,,3.0
8,,8,,8,,300,1.0,,,,,,3.0
3,270.0,8,,1,60.0,480,,1.0,2.0,2.0,2.0,1.0,1.0
2,180.0,8,,8,,240,,10.0,2.0,2.0,2.0,1.0,3.0
8,,2,120.0,8,,240,,10.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,300,5.0,,,,,,3.0
8,,5,110.0,3,45.0,360,,3.0,2.0,2.0,1.0,1.0,3.0
8,,3,180.0,7,330.0,270,,2.0,1.0,1.0,1.0,1.0,2.0
8,,8,,7,9999.0,9999,,6.0,1.0,2.0,1.0,2.0,
8,,7,5040.0,8,,60,,10.0,2.0,1.0,1.0,2.0,1.0
8,,4,240.0,8,,360,,1.0,2.0,2.0,2.0,1.0,3.0
8,,8,,3,90.0,540,,2.0,2.0,2.0,2.0,1.0,3.0
1,120.0,5,900.0,8,,120,,10.0,2.0,1.0,1.0,1.0,2.0
8,,8,,7,140.0,60,,2.0,1.0,1.0,1.0,2.0,3.0
8,,3,80.0,8,,360,,11.0,2.0,2.0,2.0,1.0,3.0
8,,8,,7,420.0,120,,2.0,2.0,2.0,2.0,1.0,2.0
8,,8,,3,30.0,600,,2.0,1.0,1.0,1.0,2.0,3.0
8,,8,,5,150.0,240,,10.0,2.0,2.0,1.0,2.0,2.0
8,,8,,3,60.0,360,,2.0,2.0,2.0,2.0,1.0,3.0
3,120.0,4,150.0,5,180.0,360,,2.0,1.0,1.0,1.0,1.0,2.0
7,420.0,1,120.0,3,90.0,300,,1.0,2.0,2.0,1.0,1.0,1.0
8,,8,,2,120.0,240,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,7,420.0,360,,2.0,1.0,1.0,2.0,2.0,2.0
8,,8,,8,,180,9.0,,,,,,3.0
8,,8,,8,,360,9.0,,,,,,3.0
2,120.0,8,,2,60.0,600,,2.0,2.0,2.0,1.0,1.0,3.0
8,,8,,3,180.0,360,,6.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,240,5.0,,,,,,3.0
2,180.0,8,,3,180.0,150,,3.0,2.0,2.0,1.0,1.0,2.0
8,,7,120.0,2,90.0,9999,,2.0,2.0,1.0,1.0,1.0,2.0
8,,8,,5,9999.0,480,,9.0,2.0,2.0,1.0,2.0,
2,180.0,5,1500.0,5,600.0,120,,1.0,2.0,1.0,1.0,1.0,1.0
8,,2,120.0,3,45.0,420,,2.0,2.0,2.0,2.0,1.0,2.0
8,,8,,8,,120,5.0,,,,,,3.0
8,,8,,7,840.0,120,,2.0,1.0,2.0,2.0,1.0,2.0
8,,5,300.0,5,300.0,360,,9.0,2.0,2.0,1.0,1.0,2.0
8,,8,,7,120.0,180,,3.0,1.0,2.0,1.0,2.0,3.0
8,,2,90.0,5,145.0,180,,2.0,2.0,2.0,2.0,1.0,2.0
8,,8,,8,,120,1.0,,,,,,3.0
3,180.0,8,,7,420.0,240,,10.0,2.0,1.0,1.0,1.0,2.0
8,,8,,8,,240,1.0,,,,,,3.0
8,,8,,5,1500.0,60,,2.0,2.0,1.0,2.0,2.0,2.0
8,,8,,2,60.0,240,,6.0,2.0,2.0,1.0,2.0,3.0
8,,5,420.0,8,,180,,2.0,2.0,2.0,1.0,1.0,2.0
2,120.0,8,,8,,360,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,7,840.0,240,,9.0,1.0,2.0,1.0,2.0,2.0
8,,1,120.0,8,,240,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,600,9.0,,,,,,3.0
8,,8,,8,,240,5.0,,,,,,3.0
8,,8,,7,120.0,360,,6.0,2.0,2.0,1.0,2.0,3.0
8,,3,60.0,8,,9999,,6.0,2.0,1.0,1.0,1.0,3.0
8,,8,,6,75.0,240,,2.0,2.0,1.0,2.0,2.0,3.0
8,,8,,7,70.0,480,,9.0,2.0,1.0,2.0,2.0,3.0
8,,2,180.0,4,120.0,240,,2.0,1.0,1.0,2.0,1.0,2.0
3,240.0,2,60.0,6,1440.0,180,,1.0,2.0,2.0,1.0,1.0,1.0
8,,8,,7,420.0,360,,6.0,2.0,2.0,1.0,2.0,2.0
8,,8,,8,,1440,5.0,,,,,,3.0
8,,8,,2,120.0,60,,2.0,2.0,2.0,1.0,1.0,3.0
8,,7,420.0,7,210.0,30,,10.0,1.0,2.0,1.0,1.0,2.0
8,,8,,8,,480,5.0,,,,,,3.0
8,,8,,7,420.0,240,,6.0,2.0,2.0,1.0,1.0,2.0
2,180.0,5,150.0,5,150.0,200,,10.0,1.0,1.0,1.0,1.0,2.0
8,,4,60.0,8,,240,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,840,10.0,,,,,,3.0
8,,8,,2,120.0,180,,10.0,2.0,2.0,1.0,2.0,3.0
8,,7,420.0,7,9999.0,180,,1.0,1.0,1.0,1.0,2.0,
8,,2,180.0,8,,240,,9.0,2.0,2.0,2.0,1.0,3.0
8,,8,,3,90.0,480,,6.0,2.0,2.0,2.0,1.0,3.0
8,,8,,5,210.0,240,,1.0,2.0,2.0,1.0,2.0,2.0
8,,3,120.0,3,120.0,9999,,2.0,2.0,2.0,2.0,1.0,2.0
8,,7,420.0,7,1680.0,240,,2.0,2.0,1.0,1.0,2.0,1.0
8,,8,,2,120.0,180,,2.0,1.0,2.0,1.0,2.0,3.0
8,,8,,2,180.0,240,,9.0,2.0,2.0,1.0,2.0,3.0
8,,8,,1,30.0,480,,6.0,2.0,2.0,2.0,1.0,3.0
8,,2,120.0,8,,180,,2.0,1.0,2.0,1.0,2.0,3.0
8,,2,300.0,7,420.0,120,,2.0,2.0,2.0,2.0,1.0,2.0
8,,8,,8,,300,2.0,,,,,,3.0
8,,8,,7,140.0,300,,2.0,1.0,2.0,2.0,2.0,3.0
8,,8,,8,,120,5.0,,,,,,3.0
8,,8,,3,60.0,180,,2.0,2.0,2.0,1.0,2.0,3.0
2,360.0,7,840.0,8,,300,,2.0,2.0,2.0,1.0,1.0,1.0
1,120.0,8,,2,120.0,180,,1.0,2.0,2.0,1.0,1.0,3.0
8,,8,,8,,240,2.0,,,,,,3.0
8,,8,,8,,180,9.0,,,,,,3.0
8,,8,,7,300.0,300,,2.0,2.0,1.0,1.0,2.0,2.0
8,,8,,8,,300,8.0,,,,,,3.0
8,,8,,1,10.0,300,,9.0,1.0,2.0,2.0,2.0,3.0
7,5040.0,7,420.0,8,,60,,1.0,2.0,1.0,2.0,1.0,1.0
8,,2,240.0,8,,9999,,1.0,2.0,2.0,2.0,1.0,3.0
8,,8,,6,180.0,240,,2.0,2.0,2.0,1.0,2.0,2.0
8,,8,,8,,600,9.0,,,,,,3.0
8,,8,,8,,9999,1.0,,,,,,3.0
8,,2,120.0,2,30.0,240,,2.0,2.0,1.0,1.0,1.0,3.0
8,,6,360.0,8,,240,,9.0,1.0,1.0,1.0,2.0,2.0
8,,8,,7,1680.0,420,,2.0,2.0,2.0,1.0,2.0,1.0
8,,8,,5,150.0,180,,6.0,1.0,2.0,1.0,2.0,2.0
3,180.0,3,180.0,5,150.0,9999,,2.0,2.0,2.0,2.0,1.0,2.0
8,,2,120.0,7,840.0,120,,2.0,1.0,2.0,2.0,1.0,1.0
8,,6,720.0,7,1680.0,120,,2.0,1.0,2.0,1.0,2.0,1.0
8,,8,,7,420.0,120,,2.0,2.0,1.0,2.0,2.0,2.0
8,,8,,8,,300,1.0,,,,,,3.0
8,,2,240.0,3,180.0,480,,9.0,1.0,2.0,1.0,2.0,2.0
8,,8,,7,300.0,240,,9.0,2.0,2.0,1.0,2.0,2.0
8,,8,,1,30.0,300,,10.0,2.0,2.0,1.0,1.0,3.0
8,,3,60.0,8,,120,,1.0,2.0,2.0,2.0,1.0,3.0
8,,8,,3,180.0,120,,1.0,2.0,2.0,2.0,1.0,3.0
8,,2,40.0,6,60.0,240,,10.0,2.0,2.0,1.0,2.0,3.0
8,,8,,7,420.0,240,,3.0,1.0,2.0,1.0,2.0,2.0
8,,8,,8,,240,9.0,,,,,,3.0
8,,8,,8,,360,2.0,,,,,,3.0
8,,8,,5,180.0,120,,2.0,2.0,2.0,1.0,2.0,2.0
8,,8,,2,60.0,60,,1.0,2.0,1.0,2.0,2.0,3.0
7,420.0,8,,8,,240,,1.0,1.0,1.0,2.0,1.0,1.0
3,360.0,8,,5,600.0,480,,2.0,1.0,2.0,1.0,1.0,1.0
8,,8,,8,,600,5.0,,,,,,3.0
6,2160.0,7,420.0,8,,120,,2.0,2.0,1.0,1.0,2.0,1.0
8,,8,,8,,480,5.0,,,,,,3.0
8,,2,120.0,7,840.0,240,,1.0,1.0,2.0,1.0,1.0,1.0
8,,7,360.0,6,60.0,120,,10.0,1.0,2.0,1.0,1.0,2.0
8,,8,,7,210.0,720,,10.0,1.0,2.0,1.0,2.0,2.0
8,,8,,8,,420,5.0,,,,,,3.0
8,,8,,8,,480,9.0,,,,,,3.0
6,720.0,3,360.0,7,420.0,180,,2.0,2.0,1.0,1.0,1.0,1.0
8,,8,,5,60.0,240,,2.0,2.0,2.0,1.0,2.0,3.0
8,,8,,1,90.0,180,,1.0,1.0,2.0,1.0,2.0,3.0
2,60.0,8,,7,420.0,60,,2.0,2.0,1.0,1.0,1.0,2.0
7,840.0,8,,8,,120,,2.0,2.0,2.0,1.0,1.0,1.0
8,,8,,7,420.0,210,,2.0,1.0,2.0,1.0,2.0,2.0
8,,8,,7,420.0,120,,2.0,2.0,2.0,1.0,1.0,2.0
8,,8,,7,1260.0,60,,1.0,1.0,2.0,2.0,1.0,1.0
8,,8,,8,,30,1.0,,,,,,3.0
8,,8,,7,840.0,360,,2.0,2.0,2.0,1.0,2.0,2.0
8,,8,,2,20.0,180,,6.0,1.0,2.0,2.0,2.0,3.0
8,,3,270.0,4,240.0,240,,2.0,2.0,2.0,1.0,1.0,2.0
8,,5,200.0,5,260.0,450,,2.0,2.0,2.0,2.0,1.0,2.0
3,90.0,8,,7,100.0,180,,2.0,2.0,2.0,2.0,1.0,2.0
8,,8,,7,2100.0,360,,2.0,1.0,1.0,1.0,2.0,1.0
8,,8,,7,840.0,360,,2.0,2.0,2.0,1.0,1.0,2.0
8,,3,90.0,5,100.0,600,,2.0,2.0,2.0,1.0,2.0,2.0
8,,8,,2,120.0,120,,10.0,1.0,2.0,1.0,2.0,3.0
8,,8,,8,,120,5.0,,,,,,3.0
8,,8,,3,120.0,360,,2.0,2.0,1.0,2.0,2.0,3.0
8,,5,60.0,3,180.0,9999,,2.0,2.0,1.0,2.0,1.0,2.0
8,,8,,7,90.0,240,,6.0,2.0,2.0,1.0,2.0,3.0
8,,8,,7,420.0,60,,3.0,1.0,1.0,1.0,2.0,2.0
8,,8,,8,,270,1.0,,,,,,3.0
8,,2,120.0,4,60.0,240,,2.0,2.0,2.0,2.0,1.0,2.0
8,,8,,6,600.0,60,,2.0,1.0,1.0,1.0,2.0,2.0
8,,8,,7,1200.0,180,,9.0,1.0,1.0,1.0,1.0,1.0
8,,8,,5,120.0,600,,9.0,1.0,1.0,1.0,1.0,3.0
8,,7,420.0,8,,120,,2.0,2.0,1.0,2.0,1.0,2.0
8,,8,,7,120.0,180,,2.0,1.0,1.0,1.0,2.0,3.0
2,120.0,8,,5,300.0,300,,2.0,2.0,2.0,1.0,1.0,2.0
8,,8,,8,,180,1.0,,,,,,3.0
4,1440.0,8,,8,,120,,2.0,2.0,1.0,2.0,2.0,1.0
8,,8,,2,60.0,120,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,7,1260.0,120,,2.0,1.0,1.0,2.0,2.0,1.0
8,,8,,3,180.0,240,,1.0,2.0,2.0,2.0,1.0,3.0
8,,8,,3,180.0,120,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,3,180.0,360,,2.0,2.0,2.0,1.0,1.0,3.0
8,,3,300.0,5,600.0,120,,6.0,2.0,1.0,2.0,1.0,1.0
7,90.0,8,,8,,360,,2.0,2.0,2.0,2.0,1.0,2.0
8,,5,60.0,2,60.0,60,,1.0,1.0,2.0,2.0,1.0,3.0
8,,8,,5,60.0,150,,2.0,2.0,2.0,2.0,2.0,3.0
8,,8,,8,,9999,5.0,,,,,,3.0
8,,8,,5,300.0,180,,2.0,2.0,1.0,1.0,2.0,2.0
8,,7,9999.0,7,420.0,540,,2.0,1.0,1.0,1.0,1.0,
3,180.0,5,120.0,5,240.0,360,,2.0,1.0,2.0,2.0,1.0,2.0
8,,7,1260.0,7,210.0,240,,6.0,1.0,1.0,1.0,2.0,1.0
8,,8,,7,420.0,120,,2.0,2.0,2.0,2.0,1.0,2.0
8,,2,120.0,7,420.0,60,,6.0,1.0,2.0,1.0,2.0,2.0
8,,3,270.0,8,,360,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,7,300.0,240,,2.0,1.0,1.0,1.0,2.0,2.0
8,,8,,7,70.0,300,,10.0,2.0,2.0,2.0,2.0,3.0
8,,2,120.0,7,480.0,120,,10.0,1.0,1.0,1.0,1.0,2.0
8,,8,,8,,240,1.0,,,,,,3.0
8,,3,180.0,3,90.0,360,,1.0,2.0,2.0,2.0,1.0,2.0
8,,8,,8,,720,3.0,,,,,,3.0
8,,8,,5,150.0,180,,9.0,1.0,1.0,1.0,2.0,2.0
8,,8,,2,30.0,300,,6.0,2.0,2.0,1.0,2.0,3.0
8,,8,,4,240.0,360,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,7,840.0,240,,5.0,2.0,2.0,1.0,2.0,2.0
7,130.0,2,120.0,3,180.0,240,,2.0,1.0,2.0,1.0,1.0,2.0
8,,8,,8,,600,1.0,,,,,,3.0
8,,1,60.0,8,,300,,2.0,2.0,1.0,2.0,1.0,3.0
8,,8,,8,,240,1.0,,,,,,3.0
8,,8,,2,60.0,120,,10.0,2.0,2.0,1.0,2.0,3.0
8,,6,360.0,6,360.0,120,,2.0,2.0,2.0,1.0,2.0,2.0
8,,7,840.0,7,420.0,120,,2.0,2.0,2.0,1.0,1.0,1.0
8,,8,,5,300.0,120,,6.0,2.0,2.0,2.0,2.0,2.0
8,,3,720.0,7,420.0,420,,10.0,1.0,2.0,1.0,1.0,1.0
8,,2,20.0,2,90.0,180,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,5,300.0,420,,9.0,1.0,2.0,2.0,2.0,2.0
8,,4,240.0,4,240.0,300,,6.0,1.0,1.0,2.0,1.0,2.0
8,,7,4320.0,7,180.0,30,,2.0,1.0,1.0,1.0,1.0,1.0
8,,6,2880.0,6,300.0,90,,9.0,2.0,1.0,1.0,2.0,1.0
8,,8,,8,,480,5.0,,,,,,3.0
8,,8,,2,20.0,9999,,10.0,1.0,1.0,1.0,2.0,3.0
2,180.0,8,,8,,120,,2.0,2.0,2.0,2.0,1.0,3.0
3,240.0,2,240.0,7,630.0,9999,,1.0,2.0,1.0,1.0,1.0,1.0
8,,8,,2,90.0,210,,10.0,2.0,2.0,2.0,1.0,3.0
1,60.0,8,,8,,90,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,7,1260.0,180,,2.0,1.0,1.0,1.0,2.0,1.0
8,,8,,5,180.0,240,,6.0,2.0,1.0,2.0,2.0,2.0
8,,8,,8,,480,9.0,,,,,,3.0
8,,8,,8,,240,1.0,,,,,,3.0
8,,8,,6,360.0,240,,6.0,2.0,2.0,2.0,1.0,2.0
8,,8,,8,,480,1.0,,,,,,3.0
8,,8,,8,,360,1.0,,,,,,3.0
8,,8,,8,,9999,9.0,,,,,,3.0
8,,8,,7,480.0,240,,2.0,2.0,1.0,2.0,2.0,2.0
8,,8,,8,,480,5.0,,,,,,3.0
8,,7,420.0,4,240.0,240,,2.0,1.0,2.0,1.0,2.0,2.0
8,,8,,8,,120,1.0,,,,,,3.0
8,,8,,5,300.0,300,,6.0,2.0,2.0,1.0,1.0,2.0
5,120.0,5,120.0,8,,9999,,2.0,2.0,2.0,1.0,2.0,2.0
7,420.0,8,,6,360.0,300,,1.0,2.0,2.0,1.0,1.0,1.0
8,,8,,8,,480,5.0,,,,,,3.0
8,,8,,8,,9999,9.0,,,,,,3.0
8,,8,,5,300.0,60,,9.0,2.0,2.0,2.0,1.0,2.0
8,,8,,8,,600,5.0,,,,,,3.0
3,240.0,8,,1,120.0,180,,1.0,2.0,1.0,1.0,1.0,1.0
3,180.0,8,,2,180.0,60,,2.0,2.0,2.0,2.0,1.0,2.0
8,,8,,7,4820.0,120,,2.0,1.0,2.0,2.0,1.0,1.0
8,,8,,8,,9999,8.0,,,,,,3.0
8,,8,,8,,120,1.0,,,,,,3.0
8,,8,,7,840.0,180,,10.0,2.0,2.0,1.0,1.0,2.0
8,,8,,2,80.0,180,,6.0,2.0,2.0,1.0,2.0,3.0
2,180.0,2,120.0,8,,600,,2.0,2.0,2.0,2.0,1.0,3.0
8,,8,,8,,360,5.0,,,,,,3.0
8,,8,,8,,300,5.0,,,,,,3.0
8,,8,,2,60.0,300,,2.0,1.0,1.0,2.0,2.0,3.0
